ICD-10-CM Diagnosis Code & Name	Uniqe Patient Count
C14.8 Malig neoplm of ovrlp sites of lip, oral cavity and pharynx	3
C15.3 Malignant neoplasm of upper third of esophagus	16
C15.4 Malignant neoplasm of middle third of esophagus	26
C15.5 Malignant neoplasm of lower third of esophagus	166
C15.8 Malignant neoplasm of overlapping sites of esophagus	25
C15.9 Malignant neoplasm of esophagus, unspecified	293
C16.0 Malignant neoplasm of cardia	116
C16.1 Malignant neoplasm of fundus of stomach	11
C16.2 Malignant neoplasm of body of stomach	22
C16.3 Malignant neoplasm of pyloric antrum	17
C16.4 Malignant neoplasm of pylorus	4
C16.5 Malignant neoplasm of lesser curvature of stomach, unsp	7
C16.6 Malignant neoplasm of greater curvature of stomach, unsp	8
C16.8 Malignant neoplasm of overlapping sites of stomach	23
C16.9 Malignant neoplasm of stomach, unspecified	182
C17.0 Malignant neoplasm of duodenum	53
C17.1 Malignant neoplasm of jejunum	12
C17.2 Malignant neoplasm of ileum	25
C17.8 Malignant neoplasm of overlapping sites of small intestine	2
C17.9 Malignant neoplasm of small intestine, unspecified	43
C18.0 Malignant neoplasm of cecum	200
C18.1 Malignant neoplasm of appendix	59
C18.2 Malignant neoplasm of ascending colon	423
C18.3 Malignant neoplasm of hepatic flexure	69
C18.4 Malignant neoplasm of transverse colon	150
C18.5 Malignant neoplasm of splenic flexure	49
C18.6 Malignant neoplasm of descending colon	105
C18.7 Malignant neoplasm of sigmoid colon	416
C18.8 Malignant neoplasm of overlapping sites of colon	56
C18.9 Malignant neoplasm of colon, unspecified	1,544
C19 Malignant neoplasm of rectosigmoid junction	335
C20 Malignant neoplasm of rectum	772
C21.0 Malignant neoplasm of anus, unspecified	109
C21.1 Malignant neoplasm of anal canal	41
C21.8 Malig neoplasm of ovrlp sites of rectum, anus and anal canal	25
C22.0 Liver cell carcinoma	153
C22.1 Intrahepatic bile duct carcinoma	106
C22.2 Hepatoblastoma	8
C22.3 Angiosarcoma of liver	1
C22.4 Other sarcomas of liver	3
C22.7 Other specified carcinomas of liver	20
C22.8 Malignant neoplasm of liver, primary, unspecified as to type	86
C22.9 Malig neoplasm of liver, not specified as primary or sec	104
C23 Malignant neoplasm of gallbladder	42
C24.0 Malignant neoplasm of extrahepatic bile duct	34
C24.1 Malignant neoplasm of ampulla of Vater	36
C24.8 Malignant neoplasm of overlapping sites of biliary tract	7
C24.9 Malignant neoplasm of biliary tract, unspecified	34
C25.0 Malignant neoplasm of head of pancreas	240
C25.1 Malignant neoplasm of body of pancreas	88
C25.2 Malignant neoplasm of tail of pancreas	92
C25.3 Malignant neoplasm of pancreatic duct	16
C25.4 Malignant neoplasm of endocrine pancreas	21
C25.7 Malignant neoplasm of other parts of pancreas	25
C25.8 Malignant neoplasm of overlapping sites of pancreas	43
C25.9 Malignant neoplasm of pancreas, unspecified	445
C26.0 Malignant neoplasm of intestinal tract, part unspecified	10
C26.1 Malignant neoplasm of spleen	4
C26.9 Malignant neoplasm of ill-defined sites within the dgstv sys	26
C30.0 Malignant neoplasm of nasal cavity	18
C30.1 Malignant neoplasm of middle ear	1
C31.0 Malignant neoplasm of maxillary sinus	13
C31.1 Malignant neoplasm of ethmoidal sinus	5
C31.2 Malignant neoplasm of frontal sinus	4
C31.3 Malignant neoplasm of sphenoid sinus	1
C31.8 Malignant neoplasm of overlapping sites of accessory sinuses	2
C31.9 Malignant neoplasm of accessory sinus, unspecified	8
C32.0 Malignant neoplasm of glottis	50
C32.1 Malignant neoplasm of supraglottis	59
C32.2 Malignant neoplasm of subglottis	5
C32.3 Malignant neoplasm of laryngeal cartilage	4
C32.8 Malignant neoplasm of overlapping sites of larynx	6
C32.9 Malignant neoplasm of larynx, unspecified	154
C33 Malignant neoplasm of trachea	4
C34.00 Malignant neoplasm of unspecified main bronchus	56
C34.01 Malignant neoplasm of right main bronchus	108
C34.02 Malignant neoplasm of left main bronchus	53
C34.10 Malignant neoplasm of upper lobe, unsp bronchus or lung	66
C34.11 Malignant neoplasm of upper lobe, right bronchus or lung	504
C34.12 Malignant neoplasm of upper lobe, left bronchus or lung	383
C34.2 Malignant neoplasm of middle lobe, bronchus or lung	98
C34.30 Malignant neoplasm of lower lobe, unsp bronchus or lung	48
C34.31 Malignant neoplasm of lower lobe, right bronchus or lung	306
C34.32 Malignant neoplasm of lower lobe, left bronchus or lung	246
C34.80 Malignant neoplasm of ovrlp sites of unsp bronchus and lung	24
C34.81 Malignant neoplasm of ovrlp sites of right bronchus and lung	60
C34.82 Malignant neoplasm of ovrlp sites of left bronchus and lung	28
C34.90 Malignant neoplasm of unsp part of unsp bronchus or lung	1,502
C34.91 Malignant neoplasm of unsp part of right bronchus or lung	1,001
C34.92 Malignant neoplasm of unsp part of left bronchus or lung	723
C37 Malignant neoplasm of thymus	15
C38.0 Malignant neoplasm of heart	10
C38.1 Malignant neoplasm of anterior mediastinum	5
C38.2 Malignant neoplasm of posterior mediastinum	2
C38.3 Malignant neoplasm of mediastinum, part unspecified	18
C38.4 Malignant neoplasm of pleura	67
C38.8 Malig neoplm of ovrlp sites of heart, mediastinum and pleura	1
C39.0 Malignant neoplasm of upper respiratory tract, part unsp	1
C40.00 Malig neoplasm of scapula and long bones of unsp upper limb	3
C40.01 Malig neoplasm of scapula and long bones of right upper limb	5
C40.02 Malig neoplasm of scapula and long bones of left upper limb	2
C40.11 Malignant neoplasm of short bones of right upper limb	3
C40.20 Malignant neoplasm of long bones of unspecified lower limb	7
C40.21 Malignant neoplasm of long bones of right lower limb	14
C40.22 Malignant neoplasm of long bones of left lower limb	10
C40.31 Malignant neoplasm of short bones of right lower limb	2
C40.32 Malignant neoplasm of short bones of left lower limb	2
C40.91 Malig neoplasm of unsp bones and artic cartlg of right limb	1
C41.0 Malignant neoplasm of bones of skull and face	18
C41.1 Malignant neoplasm of mandible	28
C41.2 Malignant neoplasm of vertebral column	24
C41.3 Malignant neoplasm of ribs, sternum and clavicle	11
C41.4 Malignant neoplasm of pelvic bones, sacrum and coccyx	19
C41.9 Malignant neoplasm of bone and articular cartilage, unsp	87
C43.0 Malignant melanoma of lip	4
C43.11 Malignant melanoma of right eyelid, including canthus	3
C43.12 Malignant melanoma of left eyelid, including canthus	2
C43.20 Malignant melanoma of unsp ear and external auricular canal	4
C43.21 Malignant melanoma of right ear and external auricular canal	20
C43.22 Malignant melanoma of left ear and external auricular canal	17
C43.30 Malignant melanoma of unspecified part of face	55
C43.31 Malignant melanoma of nose	10
C43.39 Malignant melanoma of other parts of face	72
C43.4 Malignant melanoma of scalp and neck	95
C43.51 Malignant melanoma of anal skin	5
C43.52 Malignant melanoma of skin of breast	13
C43.59 Malignant melanoma of other part of trunk	277
C43.60 Malignant melanoma of unsp upper limb, including shoulder	22
C43.61 Malignant melanoma of right upper limb, including shoulder	92
C43.62 Malignant melanoma of left upper limb, including shoulder	95
C43.70 Malignant melanoma of unspecified lower limb, including hip	27
C43.71 Malignant melanoma of right lower limb, including hip	76
C43.72 Malignant melanoma of left lower limb, including hip	99
C43.8 Malignant melanoma of overlapping sites of skin	8
C43.9 Malignant melanoma of skin, unspecified	603
C44.00 Unspecified malignant neoplasm of skin of lip	5
C44.01 Basal cell carcinoma of skin of lip	168
C44.02 Squamous cell carcinoma of skin of lip	122
C44.09 Other specified malignant neoplasm of skin of lip	7
C44.101 Unsp malignant neoplasm skin/ unsp eyelid, including canthus	2
C44.102 Unsp malignant neoplasm skin/ right eyelid, inc canthus	5
C44.109 Unsp malignant neoplasm skin/ left eyelid, including canthus	1
C44.111 Basal cell carcinoma skin/ unsp eyelid, including canthus	5
C44.112 Basal cell carcinoma skin/ right eyelid, including canthus	80
C44.119 Basal cell carcinoma skin/ left eyelid, including canthus	89
C44.121 Squamous cell carcinoma skin/ unsp eyelid, including canthus	1
C44.122 Squamous cell carcinoma skin/ right eyelid, inc canthus	13
C44.129 Squamous cell carcinoma skin/ left eyelid, including canthus	15
C44.192 Oth malignant neoplasm skin/ right eyelid, including canthus	3
C44.199 Oth malignant neoplasm skin/ left eyelid, including canthus	3
C44.201 Unsp malig neoplasm skin/ unsp ear and external auric canal	9
C44.202 Unsp malig neoplasm skin/ right ear and external auric canal	12
C44.209 Unsp malig neoplasm skin/ left ear and external auric canal	4
C44.211 Basal cell carcinoma skin/ unsp ear and external auric canal	11
C44.212 Basal cell carcinoma skin/ r ear and external auric canal	217
C44.219 Basal cell carcinoma skin/ left ear and external auric canal	229
C44.221 Squamous cell carcinoma skin/ unsp ear and extrn auric canal	7
C44.222 Squamous cell carcinoma skin/ r ear and external auric canal	133
C44.229 Squamous cell carcinoma skin/ left ear and extrn auric canal	167
C44.292 Oth malig neoplasm skin/ right ear and external auric canal	7
C44.299 Oth malig neoplasm skin/ left ear and external auric canal	4
C44.300 Unsp malignant neoplasm of skin of unspecified part of face	18
C44.301 Unspecified malignant neoplasm of skin of nose	15
C44.309 Unsp malignant neoplasm of skin of other parts of face	72
C44.310 Basal cell carcinoma of skin of unspecified parts of face	418
C44.311 Basal cell carcinoma of skin of nose	905
C44.319 Basal cell carcinoma of skin of other parts of face	1,846
C44.320 Squamous cell carcinoma of skin of unspecified parts of face	190
C44.321 Squamous cell carcinoma of skin of nose	194
C44.329 Squamous cell carcinoma of skin of other parts of face	804
C44.390 Oth malignant neoplasm of skin of unspecified parts of face	6
C44.391 Other specified malignant neoplasm of skin of nose	19
C44.399 Oth malignant neoplasm of skin of other parts of face	33
C44.40 Unspecified malignant neoplasm of skin of scalp and neck	30
C44.41 Basal cell carcinoma of skin of scalp and neck	739
C44.42 Squamous cell carcinoma of skin of scalp and neck	374
C44.49 Other specified malignant neoplasm of skin of scalp and neck	25
C44.500 Unspecified malignant neoplasm of anal skin	8
C44.501 Unspecified malignant neoplasm of skin of breast	10
C44.509 Unsp malignant neoplasm of skin of other part of trunk	33
C44.510 Basal cell carcinoma of anal skin	3
C44.511 Basal cell carcinoma of skin of breast	30
C44.519 Basal cell carcinoma of skin of other part of trunk	1,086
C44.520 Squamous cell carcinoma of anal skin	23
C44.521 Squamous cell carcinoma of skin of breast	5
C44.529 Squamous cell carcinoma of skin of other part of trunk	225
C44.590 Other specified malignant neoplasm of anal skin	5
C44.591 Other specified malignant neoplasm of skin of breast	10
C44.599 Oth malignant neoplasm of skin of other part of trunk	33
C44.601 Unsp malignant neoplasm skin/ unsp upper limb, inc shoulder	2
C44.602 Unsp malignant neoplasm skin/ right upper limb, inc shoulder	13
C44.609 Unsp malignant neoplasm skin/ left upper limb, inc shoulder	17
C44.611 Basal cell carcinoma skin/ unsp upper limb, inc shoulder	32
C44.612 Basal cell carcinoma skin/ right upper limb, inc shoulder	373
C44.619 Basal cell carcinoma skin/ left upper limb, inc shoulder	386
C44.621 Squamous cell carcinoma skin/ unsp upper limb, inc shoulder	24
C44.622 Squamous cell carcinoma skin/ right upper limb, inc shoulder	407
C44.629 Squamous cell carcinoma skin/ left upper limb, inc shoulder	436
C44.691 Oth malignant neoplasm skin/ unsp upper limb, inc shoulder	4
C44.692 Oth malignant neoplasm skin/ right upper limb, inc shoulder	10
C44.699 Oth malignant neoplasm skin/ left upper limb, inc shoulder	3
C44.702 Unsp malignant neoplasm skin/ right lower limb, inc hip	5
C44.709 Unsp malignant neoplasm skin/ left lower limb, including hip	7
C44.711 Basal cell carcinoma skin/ unsp lower limb, including hip	14
C44.712 Basal cell carcinoma skin/ right lower limb, including hip	178
C44.719 Basal cell carcinoma skin/ left lower limb, including hip	182
C44.721 Squamous cell carcinoma skin/ unsp lower limb, including hip	18
C44.722 Squamous cell carcinoma skin/ right lower limb, inc hip	158
C44.729 Squamous cell carcinoma skin/ left lower limb, including hip	178
C44.791 Oth malignant neoplasm skin/ unsp lower limb, including hip	2
C44.792 Oth malignant neoplasm skin/ right lower limb, including hip	4
C44.799 Oth malignant neoplasm skin/ left lower limb, including hip	6
C44.80 Unspecified malignant neoplasm of overlapping sites of skin	2
C44.81 Basal cell carcinoma of overlapping sites of skin	4
C44.82 Squamous cell carcinoma of overlapping sites of skin	2
C44.90 Unspecified malignant neoplasm of skin, unspecified	144
C44.91 Basal cell carcinoma of skin, unspecified	1,354
C44.92 Squamous cell carcinoma of skin, unspecified	320
C44.99 Other specified malignant neoplasm of skin, unspecified	52
C45.0 Mesothelioma of pleura	15
C45.1 Mesothelioma of peritoneum	2
C45.2 Mesothelioma of pericardium	1
C45.7 Mesothelioma of other sites	12
C45.9 Mesothelioma, unspecified	21
C46.0 Kaposi's sarcoma of skin	1
C46.1 Kaposi's sarcoma of soft tissue	1
C46.2 Kaposi's sarcoma of palate	1
C46.9 Kaposi's sarcoma, unspecified	4
C47.0 Malignant neoplasm of prph nerves of head, face and neck	1
C47.10 Malig neoplm of prph nerves of unsp upper limb, inc shoulder	1
C47.12 Malig neoplm of prph nerves of left upper limb, inc shoulder	1
C47.21 Malig neoplasm of prph nerves of right lower limb, inc hip	2
C47.22 Malig neoplasm of prph nerves of left lower limb, inc hip	1
C47.5 Malignant neoplasm of peripheral nerves of pelvis	4
C47.9 Malig neoplasm of prph nerves and autonm nervous sys, unsp	10
C48.0 Malignant neoplasm of retroperitoneum	35
C48.1 Malignant neoplasm of specified parts of peritoneum	40
C48.2 Malignant neoplasm of peritoneum, unspecified	89
C48.8 Malig neoplasm of ovrlp sites of retroperiton and peritoneum	1
C49.0 Malig neoplm of conn and soft tissue of head, face and neck	44
C49.10 Malig neoplm of conn & soft tiss of unsp upr lmb, inc shldr	3
C49.11 Malig neoplm of conn and soft tiss of r upr limb, inc shldr	11
C49.12 Malig neoplm of conn and soft tiss of l upr limb, inc shldr	13
C49.20 Malig neoplm of conn and soft tiss of unsp low limb, inc hip	12
C49.21 Malig neoplm of conn and soft tiss of r low limb, inc hip	31
C49.22 Malig neoplm of conn and soft tiss of left low limb, inc hip	28
C49.3 Malignant neoplasm of connective and soft tissue of thorax	28
C49.4 Malignant neoplasm of connective and soft tissue of abdomen	64
C49.5 Malignant neoplasm of connective and soft tissue of pelvis	24
C49.6 Malignant neoplasm of conn and soft tissue of trunk, unsp	15
C49.8 Malignant neoplasm of ovrlp sites of conn and soft tissue	9
C49.9 Malignant neoplasm of connective and soft tissue, unsp	223
C49.A0 Gastrointestinal stromal tumor, unspecified site	60
C49.A2 Gastrointestinal stromal tumor of stomach	54
C49.A3 Gastrointestinal stromal tumor of small intestine	33
C49.A4 Gastrointestinal stromal tumor of large intestine	15
C49.A9 Gastrointestinal stromal tumor of other sites	8
C4A.10 Merkel cell carcinoma of unsp eyelid, including canthus	1
C4A.12 Merkel cell carcinoma of left eyelid, including canthus	1
C4A.21 Merkel cell carcinoma of right ear and external auric canal	2
C4A.22 Merkel cell carcinoma of left ear and external auric canal	1
C4A.30 Merkel cell carcinoma of unspecified part of face	3
C4A.39 Merkel cell carcinoma of other parts of face	2
C4A.4 Merkel cell carcinoma of scalp and neck	4
C4A.51 Merkel cell carcinoma of anal skin	1
C4A.52 Merkel cell carcinoma of skin of breast	1
C4A.59 Merkel cell carcinoma of other part of trunk	5
C4A.61 Merkel cell carcinoma of right upper limb, inc shoulder	5
C4A.62 Merkel cell carcinoma of left upper limb, including shoulder	4
C4A.70 Merkel cell carcinoma of unsp lower limb, including hip	1
C4A.72 Merkel cell carcinoma of left lower limb, including hip	3
C4A.8 Merkel cell carcinoma of overlapping sites	1
C4A.9 Merkel cell carcinoma, unspecified	11
C50.011 Malignant neoplasm of nipple and areola, right female breast	91
C50.012 Malignant neoplasm of nipple and areola, left female breast	100
C50.019 Malignant neoplasm of nipple and areola, unsp female breast	28
C50.021 Malignant neoplasm of nipple and areola, right male breast	10
C50.022 Malignant neoplasm of nipple and areola, left male breast	3
C50.029 Malignant neoplasm of nipple and areola, unsp male breast	3
C50.111 Malignant neoplasm of central portion of right female breast	192
C50.112 Malignant neoplasm of central portion of left female breast	212
C50.119 Malignant neoplasm of central portion of unsp female breast	27
C50.121 Malignant neoplasm of central portion of right male breast	6
C50.122 Malignant neoplasm of central portion of left male breast	3
C50.211 Malig neoplm of upper-inner quadrant of right female breast	285
C50.212 Malig neoplasm of upper-inner quadrant of left female breast	276
C50.219 Malig neoplasm of upper-inner quadrant of unsp female breast	63
C50.221 Malig neoplasm of upper-inner quadrant of right male breast	1
C50.222 Malig neoplasm of upper-inner quadrant of left male breast	1
C50.311 Malig neoplm of lower-inner quadrant of right female breast	108
C50.312 Malig neoplasm of lower-inner quadrant of left female breast	145
C50.319 Malig neoplasm of lower-inner quadrant of unsp female breast	29
C50.411 Malig neoplm of upper-outer quadrant of right female breast	871
C50.412 Malig neoplasm of upper-outer quadrant of left female breast	787
C50.419 Malig neoplasm of upper-outer quadrant of unsp female breast	150
C50.422 Malig neoplasm of upper-outer quadrant of left male breast	2
